ID,Pokemon,Japanese,Species,Stats,Types,Resistances,Weaknesses,Images,Description,Abilities,Evolution
#746,Wishiwashi-School,Yowashi,Small Fry Pokémon,"['HP: 45', 'Attack: 140', 'Defense: 130', 'Sp.Atk: 140', 'Sp.Def: 135', 'Speed: 30', 'Total: 620']",Water,"['Water 0.5x', 'Ice 0.5x', 'Steel 0.5x', 'Fire 0.5x']","['Electric 2x', 'Grass 2x']",https://cdn.bulbagarden.net/upload/thumb/7/7f/746Wishiwashi-School.png/110px-746Wishiwashi-School.png,"When it's in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies. It's awfully weak and notably tasty, so everyone is always out to get it. As it happens, anyone trying to bully it receives a painful lesson.",['Schooling'],
#774,Minior,Meteno,Meteor Pokémon,"['HP: 60', 'Attack: 60', 'Defense: 100', 'Sp.Atk: 60', 'Sp.Def: 100', 'Speed: 60', 'Total: 440']",Rock/Flying,"['Poison 0.5x', 'Normal 0.5x', 'Flying 0.5x', 'Fire 0.5x', 'Bug 0.5x']","['Rock 2x', 'Steel 2x', 'Electric 2x', 'Ice 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/9/90/774Minior.png/250px-774Minior.png,"It eats dust in the atmosphere. The composition of the dust determines the color of its core.  If its core stays exposed, it will soon die off. It's possible that it may survive if it's put into a Poké Ball quickly enough.",['Shields Down'],
#774,Minior-Meteor,Meteno,Meteor Pokémon,"['HP: 60', 'Attack: 60', 'Defense: 100', 'Sp.Atk: 60', 'Sp.Def: 100', 'Speed: 60', 'Total: 440']",Rock/Flying,"['Poison 0.5x', 'Normal 0.5x', 'Flying 0.5x', 'Fire 0.5x', 'Bug 0.5x']","['Rock 2x', 'Steel 2x', 'Electric 2x', 'Ice 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/9/90/774Minior.png/250px-774Minior.png,"It eats dust in the atmosphere. The composition of the dust determines the color of its core.  If its core stays exposed, it will soon die off. It's possible that it may survive if it's put into a Poké Ball quickly enough.",['Shields Down'],
#774,Minior-Core,Meteno,Meteor Pokémon,"['HP: 60', 'Attack: 100', 'Defense: 60', 'Sp.Atk: 100', 'Sp.Def: 60', 'Speed: 120', 'Total: 500']",Rock/Flying,"['Poison 0.5x', 'Normal 0.5x', 'Flying 0.5x', 'Fire 0.5x', 'Bug 0.5x']","['Rock 2x', 'Steel 2x', 'Electric 2x', 'Ice 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/2/20/774Minior-Core.png/110px-774Minior-Core.png,"It eats dust in the atmosphere. The composition of the dust determines the color of its core.  If its core stays exposed, it will soon die off. It's possible that it may survive if it's put into a Poké Ball quickly enough.",['Shields Down'],
#778,Mimikyu,Mimikkyu,Disguise Pokémon,"['HP: 55', 'Attack: 90', 'Defense: 80', 'Sp.Atk: 50', 'Sp.Def: 105', 'Speed: 96', 'Total: 476']",Ghost/Fairy,['Bug 0.25x'],"['Ghost 2x', 'Steel 2x']",https://cdn.bulbagarden.net/upload/thumb/9/9b/778Mimikyu.png/250px-778Mimikyu.png,"Its actual appearance is unknown. A scholar who saw what was under its rag was overwhelmed by terror and died from the shock. A lonely Pokémon, it conceals its terrifying appearance beneath an old rag so it can get closer to people and other Pokémon.",['Disguise'],
#778,Mimikyu-Disguised,Mimikkyu,Disguise Pokémon,"['HP: 55', 'Attack: 90', 'Defense: 80', 'Sp.Atk: 50', 'Sp.Def: 105', 'Speed: 96', 'Total: 476']",Ghost/Fairy,['Bug 0.25x'],"['Ghost 2x', 'Steel 2x']",https://cdn.bulbagarden.net/upload/thumb/9/9b/778Mimikyu.png/250px-778Mimikyu.png,"Its actual appearance is unknown. A scholar who saw what was under its rag was overwhelmed by terror and died from the shock. A lonely Pokémon, it conceals its terrifying appearance beneath an old rag so it can get closer to people and other Pokémon.",['Disguise'],
#778,Mimikyu-Busted,Mimikkyu,Disguise Pokémon,"['HP: 55', 'Attack: 90', 'Defense: 80', 'Sp.Atk: 50', 'Sp.Def: 105', 'Speed: 96', 'Total: 476']",Ghost/Fairy,['Bug 0.25x'],"['Ghost 2x', 'Steel 2x']",https://cdn.bulbagarden.net/upload/thumb/3/3a/778Mimikyu_Busted_Dream.png/110px-778Mimikyu_Busted_Dream.png,"Its actual appearance is unknown. A scholar who saw what was under its rag was overwhelmed by terror and died from the shock. A lonely Pokémon, it conceals its terrifying appearance beneath an old rag so it can get closer to people and other Pokémon.",['Disguise'],
#382,Kyogre-Primal,Kyogre,Sea Basin Pokémon,"['HP: 100', 'Attack: 150', 'Defense: 90', 'Sp.Atk: 180', 'Sp.Def: 160', 'Speed: 90', 'Total: 770']",Water,"['Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Grass 2x', 'Electric 2x']",https://cdn.bulbagarden.net/upload/thumb/f/f1/382Kyogre-Primal.png/110px-382Kyogre-Primal.png,Kyogre has the power to create massive rain clouds that cover the entire sky and bring about torrential downpours. This Pokémon saved people who were suffering from droughts.,"['Drizzle (Kyogre)', 'Primordial Sea Primal (Kyogre)']",
#383,Groudon-Primal,Groudon,Continent Pokémon,"['HP: 100', 'Attack: 180', 'Defense: 160', 'Sp.Atk: 150', 'Sp.Def: 160', 'Speed: 90', 'Total: 770']",Ground/Fire,"['Poison 0.5x', 'Bug 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Fairy 0.5x']","['Water 2x', 'Ice 2x', 'Grass 2x']",https://cdn.bulbagarden.net/upload/thumb/9/9d/383Groudon-Primal.png/110px-383Groudon-Primal.png,"Through Primal Reversion and with natureés full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world.","['Drought (Groudon)', 'Desolate Land (Primal Groudan)']",
#785,Tapu Koko,Kapu-Kokeko,Land Spirit Pokémon,"['HP: 70', 'Attack: 115', 'Defense: 85', 'Sp.Atk: 95', 'Sp.Def: 75', 'Speed: 130', 'Total: 570']",Electric/Fairy,"['Fighting 0.5x', 'Electric 0.5x', 'Flying 0.5x', 'Dark 0.5x', 'Bug 0.5x']","['Poison 2x', 'Ground 2x']",https://cdn.bulbagarden.net/upload/thumb/d/d0/785Tapu_Koko.png/250px-785Tapu_Koko.png,This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body. It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later.,"['Electric Surge', 'Telepathy (Hidden Ability)']",
#786,Tapu Lele,Kapu-Tetefu,Land Spirit Pokémon,"['HP: 70', 'Attack: 85', 'Defense: 75', 'Sp.Atk: 130', 'Sp.Def: 115', 'Speed: 95', 'Total: 570']",Psychic/Fairy,"['Fighting 0.25x', 'Psychic 0.5x']","['Poison 2x', 'Ghost 2x', 'Steel 2x']",https://cdn.bulbagarden.net/upload/thumb/4/4d/786Tapu_Lele.png/250px-786Tapu_Lele.png,"This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy. As it flutters about, it scatters its strangely glowing scales. Touching them is said to restore good health on the spot.","['Psychic Surge', 'Telepathy (Hidden Ability)']",
#787,Tapu Bulu,Kapu-Bulul,Land Spirit Pokémon,"['HP: 70', 'Attack: 130', 'Defense: 115', 'Sp.Atk: 85', 'Sp.Def: 95', 'Speed: 75', 'Total: 570']",Grass/Fairy,"['Fighting 0.5x', 'Ground 0.5x', 'Water 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Dark 0.5x']","['Poison 4x', 'Flying 2x', 'Steel 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/6/67/787Tapu_Bulu.png/250px-787Tapu_Bulu.png,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth. The guardian deity of Ula'ula is a lazy Pokémon. It commands plants to immobilize its foes and then deals them a savage blow with its horns.","['Grassy Surge', 'Telepathy (Hidden Ability)']",
#788,Tapu Fini,Kapu-Rehire,Land Spirit Pokémon,"['HP: 70', 'Attack: 75', 'Defense: 115', 'Sp.Atk: 95', 'Sp.Def: 130', 'Speed: 85', 'Total: 570']",Water/Fairy,"['Fighting 0.5x', 'Bug 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x', 'Dark 0.5x']","['Poison 2x', 'Electric 2x', 'Grass 2x']",https://cdn.bulbagarden.net/upload/thumb/6/66/788Tapu_Fini.png/250px-788Tapu_Fini.png,"The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy. The guardian deity of Poni, it can control water. People say it can create pure water that will wash away any uncleanness.","['Misty Surge', 'Telepathy (Hidden Ability)']",
#050,Diglett-Alola,Digda,Mole Pokémon,"['HP: 10', 'Attack: 55', 'Defense: 30', 'Sp.Atk: 35', 'Sp.Def: 45', 'Speed: 90', 'Total: 265']",Ground/Steel,"['Normal 0.5x', 'Flying 0.5x', 'Rock 0.25x', 'Dragon 0.5x', 'Bug 0.5x', 'Fairy 0.5x', 'Psychic 0.5x', 'Steel 0.5x']","['Fighting 2x', 'Water 2x', 'Ground 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/1/10/050Diglett-Alola.png/110px-050Diglett-Alola.png,"Its head sports an altered form of whiskers made of metal. When in communication with its comrades, its whiskers wobble to and fro. Its golden hairs function as sensors. It pokes them out of its burrow to monitor its surroundings.","['Sand Veil or Arena Trap (Diglett)', 'Sand Veil or Tangling Hair (Alolan Diglett)', 'Sand Force (Hidden Ability)']",
#051,Dugtrio-Alola,Dugtrio,Mole Pokémon,"['HP: 35', 'Attack: 100', 'Defense: 50', 'Sp.Atk: 50', 'Sp.Def: 70', 'Speed: 120', 'Total: 425']",Ground/Steel,"['Normal 0.5x', 'Flying 0.5x', 'Rock 0.25x', 'Dragon 0.5x', 'Bug 0.5x', 'Fairy 0.5x', 'Psychic 0.5x', 'Steel 0.5x']","['Ground 2x', 'Fighting 2x', 'Fire 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/2/22/051Dugtrio-Alola.png/110px-051Dugtrio-Alola.png,"Its shining gold hair provides it with protection. It's reputed that keeping any of its fallen hairs will bring bad luck. These Pokémon are cherished in the Alola region, where they are thought to be feminine deities of the land incarnate.","['Sand Veil or Arena Trap (Dugtrio)', 'Sand Veil or Tangling Hair (Alolan Dugtrio)', 'Sand Force (Hidden Ability)']",
#074,Geodude-Alola,Isitsubute,Rock Pokémon,"['HP: 40', 'Attack: 80', 'Defense: 100', 'Sp.Atk: 30', 'Sp.Def: 30', 'Speed: 20', 'Total: 300']",Rock/Electric,"['Normal 0.5x', 'Flying 0.25x', 'Poison 0.5x', 'Electric 0.5x', 'Fire 0.5x']","['Ground 4x', 'Fighting 2x', 'Grass 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/4/43/074Geodude-Alola.png/110px-074Geodude-Alola.png,"Its body is a magnetic stone. Iron sand attaches firmly to the portions of its body that are particularly magnetic. If you accidentally step on a Geodude sleeping on the ground, you'll hear a crunching sound and feel a shock ripple through your entire body.","['Rock Head or Sturdy (Geodude)', 'Magnet Pull or Sturdy (Alolan Geodude)', 'Sand Veil (Geodude Hidden Ability)', 'Galvanize (Alolan Geodude Hidden Ability)']",
#075,Graveler-Alola,Golone,Rock Pokémon,"['HP: 55', 'Attack: 95', 'Defense: 115', 'Sp.Atk: 45', 'Sp.Def: 45', 'Speed: 35', 'Total: 390']",Rock/Electric,"['Normal 0.5x', 'Flying 0.25x', 'Poison 0.5x', 'Electric 0.5x', 'Fire 0.5x']","['Ground 4x', 'Fighting 2x', 'Grass 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/6/62/075Graveler-Alola.png/110px-075Graveler-Alola.png,"Its preferred food is dravite. After it has eaten this mineral, crystals form inside the Pokémon, rising to the surface of part of its body. They eat rocks and often get into a scrap over them. The shock of Graveler smashing together causes a flash of light and a booming noise.","['Rock Head or Sturdy (Graveler)', 'Magnet Pull or Sturdy (Alolan Graveler)', 'Sand Veil (Graveler Hidden Ability)', 'Galvanize (Alolan Graveler Hidden Ability)']",
#076,Golem-Alola,Golonya,Megaton Pokémon,"['HP: 80', 'Attack: 120', 'Defense: 130', 'Sp.Atk: 55', 'Sp.Def: 65', 'Speed: 45', 'Total: 495']",Rock/Electric,"['Normal 0.5x', 'Flying 0.25x', 'Poison 0.5x', 'Electric 0.5x', 'Fire 0.5x']","['Ground 4x', 'Fighting 2x', 'Grass 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/0/07/076Golem-Alola.png/110px-076Golem-Alola.png,"It fires rocks charged with electricity. Even if the rock isn't fired that accurately, just grazing an opponent will cause numbness and fainting. Because it can't fire boulders at a rapid pace, it's been known to seize nearby Geodude and fire them from its back.","['Rock Head or Sturdy (Golem)', 'Magnet Pull or Sturdy (Alolan Golem)', 'Sand Veil (Golem Hidden Ability)', 'Galvanize (Alolan Golem Hidden Ability)']",
#088,Grimer-Alola,Betbeter,Sludge Pokémon,"['HP: 80', 'Attack: 80', 'Defense: 50', 'Sp.Atk: 40', 'Sp.Def: 50', 'Speed: 25', 'Total: 325']",Poison/Dark,"['Poison 0.5x', 'Grass 0.5x', 'Ghost 0.5x', 'Dark 0.5x']",['Ground 2x'],https://cdn.bulbagarden.net/upload/thumb/e/e0/088Grimer-Alola.png/110px-088Grimer-Alola.png,"A Grimer, which had been brought in to solve a problem with garbage, developed over time into this form. The crystals on Grimer's body are lumps of toxins. If one falls off, lethal poisons leak out.","['Stench or Sticky Hold (Grimer)', 'Poison Touch or Gluttony (Alolan Grimer)', 'Poison Touch (Grimer Hidden Ability)', 'Power of Alchemy (Alolan Grimer Hidden Ability)']",
#089,Muk-Alola,Betbeton,Sludge Pokémon,"['HP: 105', 'Attack: 105', 'Defense: 75', 'Sp.Atk: 65', 'Sp.Def: 100', 'Speed: 50', 'Total: 500']",Poison/Dark,"['Poison 0.5x', 'Grass 0.5x', 'Ghost 0.5x', 'Dark 0.5x']",['Ground 2x'],https://cdn.bulbagarden.net/upload/thumb/1/15/089Muk-Alola.png/110px-089Muk-Alola.png,"The garbage it eats causes continuous chemical changes in its body, which produce its exceedingly vivid coloration. While it's unexpectedly quiet and friendly, if it's not fed any trash for a while, it will smash its Trainer's furnishings and eat up the fragments.","['Stench or Sticky Hold (Muk)', 'Poison Touch or Gluttony (Alolan Muk)', 'Poison Touch (Muk Hidden Ability)', 'Power of Alchemy (Alolan Muk Hidden Ability)']",
#019,Rattata-Alola,Koratta,Mouse Pokémon,"['HP: 30', 'Attack: 56', 'Defense: 35', 'Sp.Atk: 25', 'Sp.Def: 35', 'Speed: 72', 'Total: 253']",Dark/Normal,['Dark 0.5x'],"['Fighting 4x', 'Bug 2x', 'Fairy 2x']",https://cdn.bulbagarden.net/upload/thumb/9/91/019Rattata-Alola.png/110px-019Rattata-Alola.png,"With its incisors, it gnaws through doors and infiltrates peopleés homes. Then, with a twitch of its whiskers, it steals whatever food it finds. When the sun goes down, it becomes active. It runs around town on a chase for good food for the boss of its nestéRaticate.","['Run Away or Guts (Rattata)', 'Gluttony or Hustle (Alolan Rattata)', 'Hustle (Rattata Hidden Ability)', 'Thick Fat (Alolan Rattata Hidden Ability)']",
#020,Raticate-Alola,Ratta,Mouse Pokémon,"['HP: 75', 'Attack: 71', 'Defense: 70', 'Sp.Atk: 40', 'Sp.Def: 80', 'Speed: 77', 'Total: 413']",Dark/Normal,['Dark 0.5x'],"['Fighting 4x', 'Bug 2x', 'Fairy 2x']",https://cdn.bulbagarden.net/upload/thumb/7/71/020Raticate-Alola.png/110px-020Raticate-Alola.png,"It forms a group of Rattata, which it assumes command of. Each group has its own territory, and disputes over food happen often. This gourmet Pokémon is particular about the taste and freshness of its food. Restaurants where Raticate live have a good reputation.","['Run Away or Guts (Raticate)', 'Gluttony or Hustle (Alolan Raticate)', 'Hustle (Raticate Hidden Ability)', 'Thick Fat (Alolan Raticate Hidden Ability)']",
#026,Raichu-Alola,Raichu,Mouse Pokémon,"['HP: 60', 'Attack: 85', 'Defense: 50', 'Sp.Atk: 95', 'Sp.Def: 85', 'Speed: 110', 'Total: 485']",Electric/Psychic,"['Flying 0.5x', 'Fighting 0.5x', 'Electric 0.5x', 'Psychic 0.5x', 'Steel 0.5x']","['Ground 2x', 'Bug 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/3/3a/026Raichu-Alola.png/110px-026Raichu-Alola.png,"It only evolves to this form in the Alola region. According to researchers, its diet is one of the causes of this change. It uses psychokinesis to control electricity. It hops aboard its own tail, using psychic power to lift the tail and move about while riding it.","['Static (Raichu)', 'Surge Surfer (Alolan Raichu)', 'Lightning Rod Raichu (Hidden Ability)']",
#105,Marowak-Alola,Garagara,Bone Keeper Pokémon,"['HP: 60', 'Attack: 80', 'Defense: 110', 'Sp.Atk: 50', 'Sp.Def: 80', 'Speed: 45', 'Total: 425']",Fire/Ghost,"['Poison 0.5x', 'Bug 0.25x', 'Grass 0.5x', 'Fairy 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Ice 0.5x']","['Ground 2x', 'Rock 2x', 'Ghost 2x', 'Water 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/0/06/105Marowak-Alola.png/110px-105Marowak-Alola.png,The bones it possesses were once its mother's. Its mother's regrets have become like a vengeful spirit protecting this Pokémon. Its custom is to mourn its lost companions. Mounds of dirt by the side of the road mark the graves of the Marowak.,"['Rock Head or Lightning Rod (Marowak)', 'Cursed Body or Lightning Rod (Alolan Marowak)', 'Battle Armor (Marowak Hidden Ability)', 'Rock Head (Alolan Marowak Hidden Ability)']",
#052,Meowth-Alola,Nyarth,Scratch Cat Pokémon,"['HP: 40', 'Attack: 35', 'Defense: 35', 'Sp.Atk: 50', 'Sp.Def: 40', 'Speed: 90', 'Total: 290']",Normal/Dark,"['Ghost 0.5x', 'Dark 0.5x']","['Fighting 2x', 'Bug 2x', 'Fairy 2x']",https://cdn.bulbagarden.net/upload/thumb/e/e3/052Meowth-Alola.png/110px-052Meowth-Alola.png,"This Pokémon was not originally found in Alola. Human actions caused a surge in their numbers, and they went feral. They're prideful and crafty. When its delicate pride is wounded, or when the gold coin on its forehead is dirtied, it flies into a hysterical rage.","['Pickup or Technician', 'Unnerve Meowth (Hidden Ability)', 'Rattled Alolan Meowth (Hidden Ability)']",
#053,Persian-Alola,Persian,Classy Cat Pokémon,"['HP: 65', 'Attack: 60', 'Defense: 60', 'Sp.Atk: 75', 'Sp.Def: 65', 'Speed: 115', 'Total: 440']",Normal/Dark,"['Ghost 0.5x', 'Dark 0.5x']","['Fighting 2x', 'Bug 2x', 'Fairy 2x']",https://cdn.bulbagarden.net/upload/thumb/8/80/053Persian-Alola.png/110px-053Persian-Alola.png,Its round face and smooth coatésofter than the most high-class velvetéhave made this a very popular Pokémon in Alola. It looks down on everyone other than itself. Its preferred tactics are sucker punches and blindside attacks.,"['Limber or Technician (Persian)', 'Fur Coat or Technician (Alolan Persian)', 'Unnerve (Persian Hidden Ability)', 'Rattled (Alolan Persian Hidden Ability)']",
#103,Exeggutor-Alola,Nassy,Coconut Pokémon,"['HP: 95', 'Attack: 95', 'Defense: 85', 'Sp.Atk: 125', 'Sp.Def: 75', 'Speed: 55', 'Total: 530']",Grass/Dragon,"['Ground 0.5x', 'Grass 0.25x', 'Electric 0.25x', 'Water 0.25x']","['Flying 2x', 'Poison 2x', 'Dragon 2x', 'Bug 2x', 'Fairy 2x', 'Ice 4x']",https://cdn.bulbagarden.net/upload/thumb/7/74/103Exeggutor-Alola.png/110px-103Exeggutor-Alola.png,"Alola is the best environment for this Pokémon. Local people take pride in its appearance, saying this is how Exeggutor ought to look. As it grew taller and taller, it outgrew its reliance on psychic powers, while within it awakened the power of the sleeping dragon.","['Chlorophyll (Exeggutor)', 'Frisk (Alolan Exeggutor)', 'Harvest (Hidden Ability)']",
#037,Vulpix-Alola,Rokon,Fox Pokémon,"['HP: 38', 'Attack: 41', 'Defense: 40', 'Sp.Atk: 50', 'Sp.Def: 65', 'Speed: 65', 'Total: 299']",Fire/Ice,['Ice 0.5x'],"['Rock 2x', 'Fighting 2x', 'Steel 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/3/35/037Vulpix-Alola.png/110px-037Vulpix-Alola.png,"It exhales air colder than -58 degrees Fahrenheit. Elderly people in Alola call this Pokémon by an older nameéKeokeo. In hot weather, this Pokémon makes ice shards with its six tails and sprays them around to cool itself off.","['Flash Fire (Vulpix)', 'Snow Cloak (Alolan Vulpix)', 'Drought (Vulpix Hidden Ability)', 'Snow Warning (Alolan Vulpix Hidden Ability)']",
#038,Ninetales-Alola,Kyukon,Fox Pokémon,"['HP: 73', 'Attack: 67', 'Defense: 75', 'Sp.Atk: 81', 'Sp.Def: 100', 'Speed: 109', 'Total: 505']",Ice/Fairy,"['Bug 0.5x', 'Ice 0.5x', 'Dark 0.5x']","['Poison 2x', 'Rock 2x', 'Steel 4x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/2/26/038Ninetales-Alola.png/110px-038Ninetales-Alola.png,"It creates drops of ice in its coat and showers them over its enemies. Anyone who angers it will be frozen stiff in an instant. Possessing a calm demeanor, this Pokémon was revered as a deity incarnate before it was identified as a regional variant of Ninetales.","['Flash Fire (Ninetales)', 'Snow Cloak (Alolan Ninetales)', 'Drought (Ninetales Hidden Ability)', 'Snow Warning (Alolan Ninetales Hidden Ability)']",
#027,Sandshrew-Alola,Sand,Mouse Pokémon,"['HP: 50', 'Attack: 75', 'Defense: 90', 'Sp.Atk: 10', 'Sp.Def: 35', 'Speed: 40', 'Total: 300']",Ice/Steel,"['Normal 0.5x', 'Flying 0.5x', 'Dragon 0.5x', 'Bug 0.5x', 'Grass 0.5x', 'Fairy 0.5x', 'Psychic 0.5x', 'Ice 0.25x']","['Ground 2x', 'Fighting 4x', 'Fire 4x']",https://cdn.bulbagarden.net/upload/thumb/c/c9/027Sandshrew-Alola.png/110px-027Sandshrew-Alola.png,"It lives on snowy mountains. Its steel shell is very hardéso much so, it can't roll its body up into a ball. An ancient tradition of Alolan festivals, still carried on to this day, is a competition to slide Sandshrew across ice as far as one can.","['Sand Veil (Sandshrew)', 'Snow Cloak (Alolan Sandshrew)', 'Sand Rush Sandshrew (Hidden Ability)', 'Slush Rush (Alolan Sandshrew Hidden Ability)']",
#028,Sandslash-Alola,Sandpan,Mouse Pokémon,"['HP: 75', 'Attack: 100', 'Defense: 120', 'Sp.Atk: 25', 'Sp.Def: 65', 'Speed: 65', 'Total: 450']",Ice/Steel,"['Normal 0.5x', 'Flying 0.5x', 'Dragon 0.5x', 'Bug 0.5x', 'Grass 0.5x', 'Fairy 0.5x', 'Psychic 0.5x', 'Ice 0.25x']","['Ground 2x', 'Fighting 4x', 'Fire 4x']",https://cdn.bulbagarden.net/upload/thumb/b/bd/028Sandslash-Alola.png/110px-028Sandslash-Alola.png,"Fleeing a volcanic eruption, it settled on a snowy mountain. As it races through the snowfields, it sends up a spray of snow. This Pokémon's steel spikes are sheathed in ice. Stabs from these spikes cause deep wounds and severe frostbite as well.","['Sand Veil (Sandslash)', 'Snow Cloak (Alolan Sandslash)', 'Sand Rush (Sandslash Hidden Ability)', 'Slush Rush (Alolan Sandslash Hidden Ability)']",
#003,Venusaur-Mega,Fushigibana,Seed Pokémon,"['HP: 80', 'Attack: 100', 'Defense: 123', 'Sp.Atk: 122', 'Sp.Def: 120', 'Speed: 80', 'Total: 625']",Grass/Poison,"['Fighting 0.5x', 'Grass 0.25x', 'Electric 0.5x', 'Fairy 0.5x', 'Water 0.5x']","['Flying 2x', 'Psychic 2x']",https://cdn.bulbagarden.net/upload/thumb/7/73/003Venusaur-Mega.png/110px-003Venusaur-Mega.png,The plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.,"['Overgrow (Venusaur)', 'Chlorophyll (Hidden Ability)', 'Thick Fat (Mega Venusaur)']",
#006,Charizard-Mega Y,Lizardon,Flame Pokémon,"['HP: 78', 'Attack: 104', 'Defense: 78', 'Sp.Atk: 159', 'Sp.Def: 115', 'Speed: 100', 'Total: 634']",Fire/Flying,"['Fighting 0.5x', 'Bug 0.25x', 'Grass 0.25x', 'Fairy 0.5x', 'Steel 0.5x', 'Fire 0.5x']","['Water 2x', 'Rock 4x', 'Electric 2x']",https://cdn.bulbagarden.net/upload/thumb/f/fd/006Charizard-Mega_Y.png/110px-006Charizard-Mega_Y.png,Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.,"['Blaze (Charizard)', 'Solar Power (Hidden Ability)', 'Tough Claws (Mega Charizard X)', 'Drought (Mega Charizard Y)']",
#006,Charizard-Mega X,Lizardon,Flame Pokémon,"['HP: 78', 'Attack: 130', 'Defense: 111', 'Sp.Atk: 130', 'Sp.Def: 85', 'Speed: 100', 'Total: 634']",Fire/Dragon,"['Bug 0.5x', 'Grass 0.25x', 'Electric 0.5x', 'Steel 0.5x', 'Fire 0.25x']","['Ground 2x', 'Rock 2x', 'Dragon 2x']",https://cdn.bulbagarden.net/upload/thumb/3/36/006Charizard-Mega_X.png/110px-006Charizard-Mega_X.png,Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.,"['Blaze (Charizard)', 'Solar Power (Hidden Ability)', 'Tough Claws (Mega Charizard X)', 'Drought (Mega Charizard Y)']",
#009,Blastoise-Mega,Kamex,Shellfish Pokémon,"['HP: 79', 'Attack: 103', 'Defense: 120', 'Sp.Atk: 135', 'Sp.Def: 115', 'Speed: 78', 'Total: 630']",Water,"['Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Grass 2x', 'Electric 2x']",https://cdn.bulbagarden.net/upload/thumb/8/85/009Blastoise-Mega.png/110px-009Blastoise-Mega.png,A brutal Pokémon with pressurized water jets on its shell. They are used for high speed tackles.,"['Torrent (Blastoise)', 'Rain Dish (Hidden Ability)', 'Mega Launcher (Mega Blastoise)']",
#065,Alakazam-Mega,Foodin,Psi Pokémon,"['HP: 55', 'Attack: 50', 'Defense: 65', 'Sp.Atk: 175', 'Sp.Def: 95', 'Speed: 150', 'Total: 590']",Psychic,"['Fighting 0.5x', 'Psychic 0.5x']","['Bug 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/3/34/065Alakazam-Mega.png/110px-065Alakazam-Mega.png,"Its brain can outperform a super-computer. Its intelligence quotient is said to be 5,000.","['Synchronize or Inner Focus (Alakazam)', 'Magic Guard (Hidden Ability)', 'Trace (Mega Alakazam)']",
#094,Gengar-Mega,Gangar,Shadow Pokémon,"['HP: 60', 'Attack: 65', 'Defense: 80', 'Sp.Atk: 170', 'Sp.Def: 95', 'Speed: 130', 'Total: 600']",Ghost/Poison,"['Poison 0.25x', 'Bug 0.25x', 'Grass 0.5x', 'Fairy 0.5x']","['Ground 2x', 'Psychic 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/8/80/094Gengar-Mega.png/110px-094Gengar-Mega.png,"Under a full moon, this Pokémon likes to mimic the shadows of people and laugh at their fright.","['Cursed Body (Gengar)', 'Shadow Tag (Mega Gengar)', 'Levitate (Gengar Gen. III-VI)']",
#115,Kangaskhan-Mega,Garura,Parent Pokémon,"['HP: 105', 'Attack: 125', 'Defense: 100', 'Sp.Atk: 60', 'Sp.Def: 100', 'Speed: 100', 'Total: 590']",Normal,['None'],['Fighting 2x'],https://cdn.bulbagarden.net/upload/thumb/e/e3/115Kangaskhan-Mega.png/110px-115Kangaskhan-Mega.png,The infant rarely ventures out of its mother's protective pouch until it is 3 years old.,"['Early Bird or Scrappy (Kangaskhan)', 'Inner Focus (Hidden Ability)', 'Parental Bond (Mega Kangaskhan)']",
