Pokemon,Generation,Color,Moves,Versions
cradily-7,7,0xCC9966,"[['1', 'Acid', 'Poison', '40', '100'], ['1', 'Astonish', 'Ghost', '30', '100'], ['1', 'Constrict', 'Normal', '10', '100'], ['1', 'Ingrain', 'Grass', '--', '--'], ['1', 'Wring Out', 'Normal', '--', '100'], ['5', 'Acid', 'Poison', '40', '100'], ['9', 'Ingrain', 'Grass', '--', '--'], ['13', 'Confuse Ray', 'Ghost', '--', '100'], ['17', 'Ancient Power', 'Rock', '60', '100'], ['21', 'Brine', 'Water', '65', '100'], ['26', 'Giga Drain', 'Grass', '75', '100'], ['31', 'Gastro Acid', 'Poison', '--', '100'], ['36', 'Amnesia', 'Psychic', '--', '--'], ['44', 'Energy Ball', 'Grass', '90', '100'], ['52', 'Spit Up', 'Normal', '--', '100'], ['52', 'Stockpile', 'Normal', '--', '--'], ['52', 'Swallow', 'Normal', '--', '--'], ['61', 'Wring Out', 'Normal', '--', '100']]","['Pokémon Sun', 'Pokémon Moon']"
anorith-7,7,0xCC9966,"[['1', 'Harden', 'Normal', '--', '--'], ['1', 'Scratch', 'Normal', '40', '100'], ['4', 'Mud Sport', 'Ground', '--', '--'], ['7', 'Water Gun', 'Water', '40', '100'], ['10', 'Fury Cutter', 'Bug', '40', '95'], ['13', 'Smack Down', 'Rock', '50', '100'], ['17', 'Metal Claw', 'Steel', '50', '95'], ['21', 'Ancient Power', 'Rock', '60', '100'], ['25', 'Bug Bite', 'Bug', '60', '100'], ['29', 'Brine', 'Water', '65', '100'], ['34', 'Slash', 'Normal', '70', '100'], ['39', 'Crush Claw', 'Normal', '75', '95'], ['44', 'X-Scissor', 'Bug', '80', '100'], ['49', 'Protect', 'Normal', '--', '--'], ['55', 'Rock Blast', 'Rock', '25', '90']]","['Pokémon Sun', 'Pokémon Moon']"
armaldo-7,7,0xCC9966,"[['1', 'Harden', 'Normal', '--', '--'], ['1', 'Mud Sport', 'Ground', '--', '--'], ['1', 'Scratch', 'Normal', '40', '100'], ['1', 'Water Gun', 'Water', '40', '100'], ['4', 'Mud Sport', 'Ground', '--', '--'], ['7', 'Water Gun', 'Water', '40', '100'], ['10', 'Fury Cutter', 'Bug', '40', '95'], ['13', 'Smack Down', 'Rock', '50', '100'], ['17', 'Metal Claw', 'Steel', '50', '95'], ['21', 'Ancient Power', 'Rock', '60', '100'], ['25', 'Slash', 'Normal', '70', '100'], ['29', 'Brine', 'Water', '65', '100'], ['34', 'Slash', 'Normal', '70', '100'], ['39', 'Crush Claw', 'Normal', '75', '95'], ['46', 'X-Scissor', 'Bug', '80', '100'], ['53', 'Protect', 'Normal', '--', '--'], ['61', 'Rock Blast', 'Rock', '25', '90']]","['Pokémon Sun', 'Pokémon Moon']"
feebas-7,7,0x3399FF,"[['1', 'Splash', 'Normal', '--', '--'], ['15', 'Tackle', 'Normal', '40', '100'], ['30', 'Flail', 'Normal', '--', '100']]","['Pokémon Sun', 'Pokémon Moon']"
milotic-7,7,0x3399FF,"[['1', 'Refresh', 'Normal', '--', '--'], ['1', 'Water Gun', 'Water', '40', '100'], ['1', 'Water Pulse', 'Water', '60', '100'], ['1', 'Water Sport', 'Water', '--', '--'], ['1', 'Wrap', 'Normal', '15', '90'], ['4', 'Water Sport', 'Water', '--', '--'], ['7', 'Refresh', 'Normal', '--', '--'], ['11', 'Disarming Voice', 'Fairy', '40', '--'], ['14', 'Twister', 'Dragon', '40', '100'], ['17', 'Aqua Ring', 'Water', '--', '--'], ['21', 'Captivate', 'Normal', '--', '100'], ['24', 'Dragon Tail', 'Dragon', '60', '90'], ['27', 'Recover', 'Normal', '--', '--'], ['31', 'Aqua Tail', 'Water', '90', '90'], ['34', 'Attract', 'Normal', '--', '100'], ['37', 'Safeguard', 'Normal', '--', '--'], ['41', 'Coil', 'Poison', '--', '--'], ['44', 'Hydro Pump', 'Water', '110', '80'], ['47', 'Rain Dance', 'Water', '--', '--']]","['Pokémon Sun', 'Pokémon Moon']"
castform-7,7,0x3399FF,"[['1', 'Tackle', 'Normal', '40', '100'], ['10', 'Ember', 'Fire', '40', '100'], ['10', 'Powder Snow', 'Ice', '40', '100'], ['10', 'Water Gun', 'Water', '40', '100'], ['15', 'Headbutt', 'Normal', '70', '100'], ['20', 'Hail', 'Ice', '--', '--'], ['20', 'Rain Dance', 'Water', '--', '--'], ['20', 'Sunny Day', 'Fire', '--', '--'], ['25', 'Weather Ball', 'Normal', '50', '100'], ['35', 'Blizzard', 'Ice', '110', '70'], ['35', 'Fire Blast', 'Fire', '110', '85'], ['35', 'Hydro Pump', 'Water', '110', '80'], ['45', 'Hurricane', 'Flying', '110', '70']]","['Pokémon Sun', 'Pokémon Moon']"
kecleon-7,7,0x999966,"[['1', 'Astonish', 'Ghost', '30', '100'], ['1', 'Lick', 'Ghost', '30', '100'], ['1', 'Scratch', 'Normal', '40', '100'], ['1', 'Tail Whip', 'Normal', '--', '100'], ['1', 'Thief', 'Dark', '60', '100'], ['4', 'Bind', 'Normal', '15', '85'], ['7', 'Shadow Sneak', 'Ghost', '40', '100'], ['10', 'Feint', 'Normal', '30', '100'], ['13', 'Fury Swipes', 'Normal', '18', '80'], ['16', 'Feint Attack', 'Dark', '60', '--'], ['18', 'Psybeam', 'Psychic', '65', '100'], ['21', 'Ancient Power', 'Rock', '60', '100'], ['25', 'Slash', 'Normal', '70', '100'], ['30', 'Camouflage', 'Normal', '--', '--'], ['33', 'Shadow Claw', 'Ghost', '70', '100'], ['38', 'Screech', 'Normal', '--', '85'], ['42', 'Substitute', 'Normal', '--', '--'], ['46', 'Sucker Punch', 'Dark', '70', '100'], ['50', 'Synchronoise', 'Psychic', '120', '100']]","['Pokémon Sun', 'Pokémon Moon']"
shuppet-7,7,0x9933FF,"[['1', 'Knock Off', 'Dark', '65', '100'], ['4', 'Screech', 'Normal', '--', '85'], ['7', 'Night Shade', 'Ghost', '--', '100'], ['10', 'Spite', 'Ghost', '--', '100'], ['13', 'Shadow Sneak', 'Ghost', '40', '100'], ['16', 'Will-O-Wisp', 'Fire', '--', '85'], ['19', 'Feint Attack', 'Dark', '60', '--'], ['22', 'Hex', 'Ghost', '65', '100'], ['26', 'Curse', 'Ghost', '--', '--'], ['30', 'Shadow Ball', 'Ghost', '80', '100'], ['34', 'Embargo', 'Dark', '--', '100'], ['38', 'Sucker Punch', 'Dark', '70', '100'], ['42', 'Snatch', 'Dark', '--', '--'], ['46', 'Grudge', 'Ghost', '--', '--'], ['50', 'Trick', 'Psychic', '--', '100'], ['54', 'Phantom Force', 'Ghost', '90', '100']]","['Pokémon Sun', 'Pokémon Moon']"
banette-7,7,0x9933FF,"[['1', 'Knock Off', 'Dark', '65', '100'], ['1', 'Night Shade', 'Ghost', '--', '100'], ['1', 'Phantom Force', 'Ghost', '90', '100'], ['1', 'Screech', 'Normal', '--', '85'], ['1', 'Spite', 'Ghost', '--', '100'], ['4', 'Screech', 'Normal', '--', '85'], ['7', 'Night Shade', 'Ghost', '--', '100'], ['10', 'Spite', 'Ghost', '--', '100'], ['13', 'Shadow Sneak', 'Ghost', '40', '100'], ['16', 'Will-O-Wisp', 'Fire', '--', '85'], ['19', 'Feint Attack', 'Dark', '60', '--'], ['22', 'Hex', 'Ghost', '65', '100'], ['26', 'Curse', 'Ghost', '--', '--'], ['30', 'Shadow Ball', 'Ghost', '80', '100'], ['34', 'Embargo', 'Dark', '--', '100'], ['40', 'Sucker Punch', 'Dark', '70', '100'], ['46', 'Snatch', 'Dark', '--', '--'], ['52', 'Grudge', 'Ghost', '--', '--'], ['58', 'Trick', 'Psychic', '--', '100'], ['64', 'Phantom Force', 'Ghost', '90', '100']]","['Pokémon Sun', 'Pokémon Moon']"
duskull-7,7,0x9933FF,"[['1', 'Leer', 'Normal', '--', '100'], ['1', 'Night Shade', 'Ghost', '--', '100'], ['6', 'Disable', 'Normal', '--', '100'], ['9', 'Astonish', 'Ghost', '30', '100'], ['14', 'Foresight', 'Normal', '--', '--'], ['17', 'Shadow Sneak', 'Ghost', '40', '100'], ['22', 'Pursuit', 'Dark', '40', '100'], ['25', 'Will-O-Wisp', 'Fire', '--', '85'], ['30', 'Confuse Ray', 'Ghost', '--', '100'], ['33', 'Curse', 'Ghost', '--', '--'], ['38', 'Hex', 'Ghost', '65', '100'], ['41', 'Shadow Ball', 'Ghost', '80', '100'], ['46', 'Mean Look', 'Normal', '--', '--'], ['49', 'Payback', 'Dark', '50', '100'], ['54', 'Future Sight', 'Psychic', '120', '100']]","['Pokémon Sun', 'Pokémon Moon']"
dusclops-7,7,0x9933FF,"[['1', 'Astonish', 'Ghost', '30', '100'], ['1', 'Bind', 'Normal', '15', '85'], ['1', 'Disable', 'Normal', '--', '100'], ['1', 'Fire Punch', 'Fire', '75', '100'], ['1', 'Future Sight', 'Psychic', '120', '100'], ['1', 'Gravity', 'Psychic', '--', '--'], ['1', 'Ice Punch', 'Ice', '75', '100'], ['1', 'Leer', 'Normal', '--', '100'], ['1', 'Night Shade', 'Ghost', '--', '100'], ['1', 'Shadow Punch', 'Ghost', '60', '--'], ['1', 'Thunder Punch', 'Electric', '75', '100'], ['6', 'Disable', 'Normal', '--', '100'], ['9', 'Astonish', 'Ghost', '30', '100'], ['14', 'Foresight', 'Normal', '--', '--'], ['17', 'Shadow Sneak', 'Ghost', '40', '100'], ['22', 'Pursuit', 'Dark', '40', '100'], ['25', 'Will-O-Wisp', 'Fire', '--', '85'], ['30', 'Confuse Ray', 'Ghost', '--', '100'], ['33', 'Curse', 'Ghost', '--', '--'], ['40', 'Hex', 'Ghost', '65', '100'], ['45', 'Shadow Ball', 'Ghost', '80', '100'], ['52', 'Mean Look', 'Normal', '--', '--'], ['57', 'Payback', 'Dark', '50', '100'], ['64', 'Future Sight', 'Psychic', '120', '100']]","['Pokémon Sun', 'Pokémon Moon']"
tropius-7,7,0x33FF00,"[['1', 'Growth', 'Normal', '--', '--'], ['1', 'Gust', 'Flying', '40', '100'], ['1', 'Leaf Storm', 'Grass', '130', '90'], ['1', 'Leer', 'Normal', '--', '100'], ['1', 'Razor Leaf', 'Grass', '55', '95'], ['6', 'Sweet Scent', 'Normal', '--', '--'], ['10', 'Stomp', 'Normal', '65', '100'], ['16', 'Magical Leaf', 'Grass', '60', '--'], ['21', 'Whirlwind', 'Normal', '--', '--'], ['26', 'Leaf Tornado', 'Grass', '65', '90'], ['30', 'Natural Gift', 'Normal', '--', '100'], ['36', 'Air Slash', 'Flying', '75', '95'], ['41', 'Body Slam', 'Normal', '85', '100'], ['46', 'Bestow', 'Normal', '--', '--'], ['50', 'Synthesis', 'Grass', '--', '--'], ['56', 'Solar Beam', 'Grass', '120', '100'], ['61', 'Leaf Storm', 'Grass', '130', '90']]","['Pokémon Sun', 'Pokémon Moon']"
chimecho-7,7,0x999966,"[['1', 'Astonish', 'Ghost', '30', '100'], ['1', 'Confusion', 'Psychic', '50', '100'], ['1', 'Growl', 'Normal', '--', '100'], ['1', 'Healing Wish', 'Psychic', '--', '--'], ['1', 'Synchronoise', 'Psychic', '120', '100'], ['1', 'Wrap', 'Normal', '15', '90'], ['4', 'Growl', 'Normal', '--', '100'], ['7', 'Astonish', 'Ghost', '30', '100'], ['10', 'Confusion', 'Psychic', '50', '100'], ['13', 'Yawn', 'Normal', '--', '--'], ['16', 'Psywave', 'Psychic', '--', '80'], ['19', 'Take Down', 'Normal', '90', '85'], ['22', 'Extrasensory', 'Psychic', '80', '100'], ['27', 'Heal Bell', 'Normal', '--', '--'], ['32', 'Uproar', 'Normal', '90', '100'], ['37', 'Safeguard', 'Normal', '--', '--'], ['42', 'Double-Edge', 'Normal', '120', '100'], ['47', 'Heal Pulse', 'Psychic', '--', '--'], ['52', 'Synchronoise', 'Psychic', '120', '100'], ['57', 'Healing Wish', 'Psychic', '--', '--']]","['Pokémon Sun', 'Pokémon Moon']"
absol-7,7,0x333333,"[['1', 'Feint', 'Normal', '30', '100'], ['1', 'Future Sight', 'Psychic', '120', '100'], ['1', 'Leer', 'Normal', '--', '100'], ['1', 'Perish Song', 'Normal', '--', '--'], ['1', 'Quick Attack', 'Normal', '40', '100'], ['1', 'Scratch', 'Normal', '40', '100'], ['4', 'Leer', 'Normal', '--', '100'], ['7', 'Quick Attack', 'Normal', '40', '100'], ['10', 'Pursuit', 'Dark', '40', '100'], ['13', 'Taunt', 'Dark', '--', '100'], ['16', 'Bite', 'Dark', '60', '100'], ['19', 'Double Team', 'Normal', '--', '--'], ['22', 'Slash', 'Normal', '70', '100'], ['25', 'Swords Dance', 'Normal', '--', '--'], ['29', 'Night Slash', 'Dark', '70', '100'], ['33', 'Detect', 'Fighting', '--', '--'], ['37', 'Psycho Cut', 'Psychic', '70', '100'], ['41', 'Me First', 'Normal', '--', '--'], ['45', 'Sucker Punch', 'Dark', '70', '100'], ['49', 'Razor Wind', 'Normal', '80', '100'], ['53', 'Future Sight', 'Psychic', '120', '100'], ['57', 'Perish Song', 'Normal', '--', '--']]","['Pokémon Sun', 'Pokémon Moon']"
wynaut-7,7,0xFF3399,"[['1', 'Charm', 'Fairy', '--', '100'], ['1', 'Encore', 'Normal', '--', '100'], ['1', 'Splash', 'Normal', '--', '--'], ['15', 'Counter', 'Fighting', '--', '100'], ['15', 'Destiny Bond', 'Ghost', '--', '--'], ['15', 'Mirror Coat', 'Psychic', '--', '100'], ['15', 'Safeguard', 'Normal', '--', '--']]","['Pokémon Sun', 'Pokémon Moon']"
snorunt-7,7,0x99FFFF,"[['1', 'Leer', 'Normal', '--', '100'], ['1', 'Powder Snow', 'Ice', '40', '100'], ['5', 'Double Team', 'Normal', '--', '--'], ['10', 'Ice Shard', 'Ice', '40', '100'], ['14', 'Icy Wind', 'Ice', '55', '95'], ['19', 'Bite', 'Dark', '60', '100'], ['23', 'Ice Fang', 'Ice', '65', '95'], ['28', 'Headbutt', 'Normal', '70', '100'], ['32', 'Protect', 'Normal', '--', '--'], ['37', 'Frost Breath', 'Ice', '60', '90'], ['41', 'Crunch', 'Dark', '80', '100'], ['46', 'Blizzard', 'Ice', '110', '70'], ['50', 'Hail', 'Ice', '--', '--']]","['Pokémon Sun', 'Pokémon Moon']"
glalie-7,7,0x99FFFF,"[['1', 'Double Team', 'Normal', '--', '--'], ['1', 'Freeze-Dry', 'Ice', '70', '100'], ['1', 'Ice Shard', 'Ice', '40', '100'], ['1', 'Leer', 'Normal', '--', '100'], ['1', 'Powder Snow', 'Ice', '40', '100'], ['1', 'Sheer Cold', 'Ice', '--', '--'], ['5', 'Double Team', 'Normal', '--', '--'], ['10', 'Ice Shard', 'Ice', '40', '100'], ['14', 'Icy Wind', 'Ice', '55', '95'], ['19', 'Bite', 'Dark', '60', '100'], ['23', 'Ice Fang', 'Ice', '65', '95'], ['28', 'Headbutt', 'Normal', '70', '100'], ['32', 'Protect', 'Normal', '--', '--'], ['37', 'Frost Breath', 'Ice', '60', '90'], ['41', 'Crunch', 'Dark', '80', '100'], ['48', 'Blizzard', 'Ice', '110', '70'], ['54', 'Hail', 'Ice', '--', '--'], ['61', 'Sheer Cold', 'Ice', '--', '--']]","['Pokémon Sun', 'Pokémon Moon']"
spheal-7,7,0x99FFFF,"[['1', 'Defense Curl', 'Normal', '--', '--'], ['1', 'Growl', 'Normal', '--', '100'], ['1', 'Powder Snow', 'Ice', '40', '100'], ['1', 'Water Gun', 'Water', '40', '100'], ['5', 'Rollout', 'Rock', '30', '90'], ['9', 'Encore', 'Normal', '--', '100'], ['13', 'Ice Ball', 'Ice', '30', '90'], ['17', 'Brine', 'Water', '65', '100'], ['21', 'Aurora Beam', 'Ice', '65', '100'], ['26', 'Body Slam', 'Normal', '85', '100'], ['31', 'Rest', 'Psychic', '--', '--'], ['31', 'Snore', 'Normal', '50', '100'], ['36', 'Hail', 'Ice', '--', '--'], ['41', 'Blizzard', 'Ice', '110', '70'], ['46', 'Sheer Cold', 'Ice', '--', '--']]","['Pokémon Sun', 'Pokémon Moon']"
sealeo-7,7,0x99FFFF,"[['1', 'Defense Curl', 'Normal', '--', '--'], ['1', 'Growl', 'Normal', '--', '100'], ['1', 'Powder Snow', 'Ice', '40', '100'], ['1', 'Swagger', 'Normal', '--', '85'], ['1', 'Water Gun', 'Water', '40', '100'], ['5', 'Rollout', 'Rock', '30', '90'], ['9', 'Encore', 'Normal', '--', '100'], ['13', 'Ice Ball', 'Ice', '30', '90'], ['17', 'Brine', 'Water', '65', '100'], ['21', 'Aurora Beam', 'Ice', '65', '100'], ['26', 'Body Slam', 'Normal', '85', '100'], ['31', 'Rest', 'Psychic', '--', '--'], ['31', 'Snore', 'Normal', '50', '100'], ['38', 'Hail', 'Ice', '--', '--'], ['45', 'Blizzard', 'Ice', '110', '70'], ['52', 'Sheer Cold', 'Ice', '--', '--']]","['Pokémon Sun', 'Pokémon Moon']"
walrein-7,7,0x99FFFF,"[['1', 'Crunch', 'Dark', '80', '100'], ['1', 'Defense Curl', 'Normal', '--', '--'], ['1', 'Growl', 'Normal', '--', '100'], ['1', 'Ice Fang', 'Ice', '65', '95'], ['1', 'Powder Snow', 'Ice', '40', '100'], ['1', 'Swagger', 'Normal', '--', '85'], ['1', 'Water Gun', 'Water', '40', '100'], ['7', 'Encore', 'Normal', '--', '100'], ['7', 'Rollout', 'Rock', '30', '90'], ['13', 'Ice Ball', 'Ice', '30', '90'], ['19', 'Aurora Beam', 'Ice', '65', '100'], ['19', 'Brine', 'Water', '65', '100'], ['25', 'Body Slam', 'Normal', '85', '100'], ['31', 'Rest', 'Psychic', '--', '--'], ['31', 'Snore', 'Normal', '50', '100'], ['38', 'Hail', 'Ice', '--', '--'], ['49', 'Blizzard', 'Ice', '110', '70'], ['60', 'Sheer Cold', 'Ice', '--', '--']]","['Pokémon Sun', 'Pokémon Moon']"
clamperl-7,7,0x3399FF,"[['1', 'Clamp', 'Water', '35', '85'], ['1', 'Iron Defense', 'Steel', '--', '--'], ['1', 'Water Gun', 'Water', '40', '100'], ['1', 'Whirlpool', 'Water', '35', '85'], ['50', 'Shell Smash', 'Normal', '--', '--']]","['Pokémon Sun', 'Pokémon Moon']"
huntail-7,7,0x3399FF,"[['1', 'Bite', 'Dark', '60', '100'], ['1', 'Whirlpool', 'Water', '35', '85'], ['5', 'Screech', 'Normal', '--', '85'], ['9', 'Scary Face', 'Normal', '--', '100'], ['11', 'Feint Attack', 'Dark', '60', '--'], ['14', 'Water Pulse', 'Water', '60', '100'], ['16', 'Ice Fang', 'Ice', '65', '95'], ['19', 'Brine', 'Water', '65', '100'], ['23', 'Sucker Punch', 'Dark', '70', '100'], ['26', 'Dive', 'Water', '80', '100'], ['29', 'Baton Pass', 'Normal', '--', '--'], ['34', 'Crunch', 'Dark', '80', '100'], ['39', 'Aqua Tail', 'Water', '90', '90'], ['45', 'Coil', 'Poison', '--', '--'], ['50', 'Hydro Pump', 'Water', '110', '80']]","['Pokémon Sun', 'Pokémon Moon']"
gorebyss-7,7,0x3399FF,"[['1', 'Confusion', 'Psychic', '50', '100'], ['1', 'Whirlpool', 'Water', '35', '85'], ['5', 'Water Sport', 'Water', '--', '--'], ['9', 'Agility', 'Psychic', '--', '--'], ['11', 'Draining Kiss', 'Fairy', '50', '100'], ['14', 'Water Pulse', 'Water', '60', '100'], ['16', 'Amnesia', 'Psychic', '--', '--'], ['19', 'Aqua Ring', 'Water', '--', '--'], ['23', 'Captivate', 'Normal', '--', '100'], ['26', 'Dive', 'Water', '80', '100'], ['29', 'Baton Pass', 'Normal', '--', '--'], ['34', 'Psychic', 'Psychic', '90', '100'], ['39', 'Aqua Tail', 'Water', '90', '90'], ['45', 'Coil', 'Poison', '--', '--'], ['50', 'Hydro Pump', 'Water', '110', '80']]","['Pokémon Sun', 'Pokémon Moon']"
relicanth-7,7,0x3399FF,"[['1', 'Flail', 'Normal', '--', '100'], ['1', 'Harden', 'Normal', '--', '--'], ['1', 'Head Smash', 'Rock', '150', '80'], ['1', 'Mud Sport', 'Ground', '--', '--'], ['1', 'Tackle', 'Normal', '40', '100'], ['1', 'Water Gun', 'Water', '40', '100'], ['6', 'Mud Sport', 'Ground', '--', '--'], ['10', 'Water Gun', 'Water', '40', '100'], ['15', 'Rock Tomb', 'Rock', '60', '95'], ['21', 'Ancient Power', 'Rock', '60', '100'], ['26', 'Dive', 'Water', '80', '100'], ['31', 'Take Down', 'Normal', '90', '85'], ['35', 'Yawn', 'Normal', '--', '--'], ['41', 'Rest', 'Psychic', '--', '--'], ['46', 'Hydro Pump', 'Water', '110', '80'], ['50', 'Double-Edge', 'Normal', '120', '100'], ['56', 'Head Smash', 'Rock', '150', '80']]","['Pokémon Sun', 'Pokémon Moon']"
luvdisc-7,7,0x3399FF,"[['1', 'Charm', 'Fairy', '--', '100'], ['1', 'Tackle', 'Normal', '40', '100'], ['4', 'Water Gun', 'Water', '40', '100'], ['7', 'Agility', 'Psychic', '--', '--'], ['9', 'Draining Kiss', 'Fairy', '50', '100'], ['13', 'Lucky Chant', 'Normal', '--', '--'], ['17', 'Water Pulse', 'Water', '60', '100'], ['20', 'Attract', 'Normal', '--', '100'], ['22', 'Heart Stamp', 'Psychic', '60', '100'], ['26', 'Flail', 'Normal', '--', '100'], ['31', 'Sweet Kiss', 'Fairy', '--', '75'], ['34', 'Take Down', 'Normal', '90', '85'], ['37', 'Captivate', 'Normal', '--', '100'], ['40', 'Aqua Ring', 'Water', '--', '--'], ['42', 'Soak', 'Water', '--', '100'], ['46', 'Hydro Pump', 'Water', '110', '80'], ['49', 'Safeguard', 'Normal', '--', '--']]","['Pokémon Sun', 'Pokémon Moon']"
bagon-7,7,0x003399,"[['1', 'Rage', 'Normal', '20', '100'], ['4', 'Ember', 'Fire', '40', '100'], ['7', 'Leer', 'Normal', '--', '100'], ['10', 'Bite', 'Dark', '60', '100'], ['13', 'Dragon Breath', 'Dragon', '60', '100'], ['17', 'Headbutt', 'Normal', '70', '100'], ['21', 'Focus Energy', 'Normal', '--', '--'], ['25', 'Crunch', 'Dark', '80', '100'], ['29', 'Dragon Claw', 'Dragon', '80', '100'], ['34', 'Zen Headbutt', 'Psychic', '80', '90'], ['39', 'Scary Face', 'Normal', '--', '100'], ['44', 'Flamethrower', 'Fire', '90', '100'], ['49', 'Double-Edge', 'Normal', '120', '100']]","['Pokémon Sun', 'Pokémon Moon']"
shelgon-7,7,0x003399,"[['1', 'Bite', 'Dark', '60', '100'], ['1', 'Ember', 'Fire', '40', '100'], ['1', 'Leer', 'Normal', '--', '100'], ['1', 'Protect', 'Normal', '--', '--'], ['1', 'Rage', 'Normal', '20', '100'], ['4', 'Ember', 'Fire', '40', '100'], ['7', 'Leer', 'Normal', '--', '100'], ['10', 'Bite', 'Dark', '60', '100'], ['13', 'Dragon Breath', 'Dragon', '60', '100'], ['17', 'Headbutt', 'Normal', '70', '100'], ['21', 'Focus Energy', 'Normal', '--', '--'], ['25', 'Crunch', 'Dark', '80', '100'], ['29', 'Dragon Claw', 'Dragon', '80', '100'], ['35', 'Zen Headbutt', 'Psychic', '80', '90'], ['42', 'Scary Face', 'Normal', '--', '100'], ['49', 'Flamethrower', 'Fire', '90', '100'], ['56', 'Double-Edge', 'Normal', '120', '100']]","['Pokémon Sun', 'Pokémon Moon']"
salamence-7,7,0x003399,"[['1', 'Bite', 'Dark', '60', '100'], ['1', 'Dragon Tail', 'Dragon', '60', '90'], ['1', 'Ember', 'Fire', '40', '100'], ['1', 'Fire Fang', 'Fire', '65', '95'], ['1', 'Fly', 'Flying', '90', '95'], ['1', 'Leer', 'Normal', '--', '100'], ['1', 'Protect', 'Normal', '--', '--'], ['1', 'Rage', 'Normal', '20', '100'], ['1', 'Thunder Fang', 'Electric', '65', '95'], ['4', 'Ember', 'Fire', '40', '100'], ['7', 'Leer', 'Normal', '--', '100'], ['10', 'Bite', 'Dark', '60', '100'], ['13', 'Dragon Breath', 'Dragon', '60', '100'], ['17', 'Headbutt', 'Normal', '70', '100'], ['21', 'Focus Energy', 'Normal', '--', '--'], ['25', 'Crunch', 'Dark', '80', '100'], ['29', 'Dragon Claw', 'Dragon', '80', '100'], ['35', 'Zen Headbutt', 'Psychic', '80', '90'], ['42', 'Scary Face', 'Normal', '--', '100'], ['49', 'Flamethrower', 'Fire', '90', '100'], ['63', 'Double-Edge', 'Normal', '120', '100']]","['Pokémon Sun', 'Pokémon Moon']"
beldum-7,7,0x999999,"[['1', 'Take Down', 'Normal', '90', '85']]","['Pokémon Sun', 'Pokémon Moon']"
metang-7,7,0x999999,"[['1', 'Confusion', 'Psychic', '50', '100'], ['1', 'Magnet Rise', 'Electric', '--', '--'], ['1', 'Metal Claw', 'Steel', '50', '95'], ['1', 'Take Down', 'Normal', '90', '85'], ['23', 'Pursuit', 'Dark', '40', '100'], ['26', 'Bullet Punch', 'Steel', '40', '100'], ['29', 'Miracle Eye', 'Psychic', '--', '--'], ['32', 'Zen Headbutt', 'Psychic', '80', '90'], ['35', 'Scary Face', 'Normal', '--', '100'], ['38', 'Psychic', 'Psychic', '90', '100'], ['41', 'Agility', 'Psychic', '--', '--'], ['44', 'Meteor Mash', 'Steel', '90', '90'], ['47', 'Iron Defense', 'Steel', '--', '--'], ['50', 'Hyper Beam', 'Normal', '150', '90']]","['Pokémon Sun', 'Pokémon Moon']"
metagross-7,7,0x999999,"[['1', 'Confusion', 'Psychic', '50', '100'], ['1', 'Hammer Arm', 'Fighting', '100', '90'], ['1', 'Magnet Rise', 'Electric', '--', '--'], ['1', 'Metal Claw', 'Steel', '50', '95'], ['1', 'Take Down', 'Normal', '90', '85'], ['23', 'Pursuit', 'Dark', '40', '100'], ['26', 'Bullet Punch', 'Steel', '40', '100'], ['29', 'Miracle Eye', 'Psychic', '--', '--'], ['32', 'Zen Headbutt', 'Psychic', '80', '90'], ['35', 'Scary Face', 'Normal', '--', '100'], ['38', 'Psychic', 'Psychic', '90', '100'], ['41', 'Agility', 'Psychic', '--', '--'], ['44', 'Meteor Mash', 'Steel', '90', '90'], ['52', 'Iron Defense', 'Steel', '--', '--'], ['60', 'Hyper Beam', 'Normal', '150', '90']]","['Pokémon Sun', 'Pokémon Moon']"
regirock-7,7,0xCC9966,"[['1', 'Bulldoze', 'Ground', '60', '100'], ['1', 'Charge Beam', 'Electric', '50', '90'], ['1', 'Explosion', 'Normal', '250', '100'], ['1', 'Rock Throw', 'Rock', '50', '90'], ['1', 'Stomp', 'Normal', '65', '100'], ['7', 'Rock Throw', 'Rock', '50', '90'], ['13', 'Charge Beam', 'Electric', '50', '90'], ['19', 'Bulldoze', 'Ground', '60', '100'], ['25', 'Curse', 'Ghost', '--', '--'], ['31', 'Ancient Power', 'Rock', '60', '100'], ['37', 'Iron Defense', 'Steel', '--', '--'], ['43', 'Stone Edge', 'Rock', '100', '80'], ['49', 'Hammer Arm', 'Fighting', '100', '90'], ['55', 'Lock-On', 'Normal', '--', '--'], ['55', 'Zap Cannon', 'Electric', '120', '50'], ['61', 'Superpower', 'Fighting', '120', '100'], ['67', 'Hyper Beam', 'Normal', '150', '90']]","['Pokémon Sun', 'Pokémon Moon']"
